HMeasureID,PrimateID,HMTypeCd,Mean,Range_Lo,Month_Lo,Range_Hi,Month_Hi,CitationID,Comment,OrigIDHabitat,AuthorAddStamp,AuthorEditStamp,AuthorReviewStamp,AuthorIsDupeStamp,AdminReviewStamp
8649,1193,LTMP,4,,,,,25303, [Lo Temp text was: - 4 C],3745,,,5/31/2009,,
8650,1193,ATMP,21,21,,27,,25303, [Mean Ann. Temp text was: 21 - 27],3745,,,5/31/2009,,
8651,1131,ELEV,,0,,1100,,25334,Captured and observed at elevations near sea level by Shekelle.  AMNH sample from Lombasang is recorded as 1100 m.,,3/14/2013,,3/14/2013,,
8652,1190,ELEV,,180,,1300,,25388, [Hi Elev text was: >1300m] [Low Elev text was: 180m],3080,,,5/24/2009,,
8653,1190,WETR,,,6,,12,25386, [Hi Mo. Wet text was: October to December] [Lo Mo. Wet text was: June to August],3080,,,5/24/2009,,
8654,1190,DRYR,,,1,,5,25386, [Lo Mo. Dry text was: January to May],3080,,,5/24/2009,,
8655,1190,ANNR,1118,,,,,25386, [Avg. Ann. Rain text was: 1118mm],3080,,,5/24/2009,,
8656,1190,WETR,,,6,,12,25389, [Hi Mo. Wet text was: October to December] [Lo Mo. Wet text was: June to August],3081,,,5/24/2009,,
8657,1190,DRYR,,,1,,5,25389, [Lo Mo. Dry text was: January - May],3081,,,5/24/2009,,
8658,1190,ANNR,2460,2460,,3900,,25389, [Avg. Ann. Rain text was: 2460 - 3900mm],3081,,,5/24/2009,,
8659,1190,GRND,1,,,,,25405, [Ground text was: 1%],3080,,,5/24/2009,,
8660,1190,G5,8,,,,,25405, [G - 5M text was: 8%],3080,,,5/24/2009,,
8661,1190,1020,69,,,,,25405, [10 - 20M text was: 69%],3080,,,5/24/2009,,
8662,1190,2030,22,,,,,25405, [30 - 40M text was: 22%],3080,,,5/24/2009,,
8663,1119,ELEV,,400,,715,,25423,,,3/29/2013,,,,
8664,845,GRND,,,,,,16347,This species is typically arboreal.,,3/30/2013,,3/31/2013,,
8665,845,GRND,1,,,,,16347,T. vetulus nestor in rainforest analouge home gardens (analysis of sample from all data),,4/1/2013,4/1/2013,,,
8666,452,ELEV,1100,,,,,25454,"Budongo Forest, Uganda",,4/7/2013,,4/7/2013,,
8667,452,ANNR,160,,,,,25454,"Budongo Forest, 124.0-218.7cm/yr",,4/7/2013,4/7/2013,4/7/2013,,
8668,257,HTMP,29,,1,,12,4794,,,4/15/2013,,4/15/2013,12/19/2014,
8669,257,ATMP,27,,,,,4794,,,4/15/2013,,4/15/2013,,
8670,257,AFH,18.1,,,,,4791,All records (including disturbed and liana forests).,,4/15/2013,4/15/2013,4/15/2013,,
8671,257,AFH,20.3,,,,,4791,Primary forest only.,,4/15/2013,,4/15/2013,,
8672,878,ATMP,26.2,,,,,25481,"Sabangau tropical peat-swamp forest, Central Kalimantan",566,,4/11/2013,4/11/2013,,
8673,878,ANNR,340.06,,,,,25481,"Sabangau tropical peat-swamp forest, Central Kalimantan",566,,4/11/2013,5/29/2009,,
8674,447,ELEV,,405,,553,,25491,,,4/19/2013,,,,
8675,628,ELEV,,50,,450,,25522,,,5/13/2013,,,,
8676,807,ELEV,,80,,396,,25538,,,5/21/2013,,,,
8677,1203,ELEV,1000,800,,1200,,25562,,2519,,,5/28/2009,,
8678,1203,HTMP,27,,10,,10,25562, [Mo. Hi Temp text was: October],2519,,,5/28/2009,,
8679,1203,LTMP,9,9,7,18,7,25562, [Mo. Lo Temp text was: July] [Lo Temp text was: 9-18],2519,,,5/28/2009,,
8680,1203,ATMP,24,,,,,25562, [Mean Ann. Temp text was: 24C],2519,,,5/28/2009,,
8681,1203,WETR,,,11,,3,25562, [Hi Mo. Wet text was: March] [Lo Mo. Wet text was: November],2519,,,5/28/2009,,
8682,1203,DRYR,,,5,,9,25562,,2519,,,5/28/2009,,
8683,1203,ANNR,1100,,,,,25562,,2519,,,5/28/2009,,
8684,1203,WETR,,,12,,4,, [Hi Mo. Wet text was: April],2520,,,5/28/2009,,
8685,1203,DRYR,,,6,,10,, [Lo Mo. Dry text was: June],2520,,,5/28/2009,,
8686,1203,WETR,,,1,,1,,,2521,,,5/28/2009,,
8687,1203,DRYR,,,7,,7,, [Lo Mo. Dry text was: July],2521,,,5/28/2009,,
8688,1203,WETR,,,2,,2,,,2971,,,5/28/2009,,
8689,1203,DRYR,,,8,,8,,,2971,,,5/28/2009,,
8690,1203,GRND,,,,,,25555, [Ground text was: usually terrestrial],2519,,,5/28/2009,,
8691,1203,1020,,,,,,25555," [10 - 20M text was: when in trees, no higher than this]",2519,,,5/28/2009,,
8692,1273,ELEV,,0,,1200,,25590, [Hi Elev text was: c. 1200 m asl],4756,,,4/17/2009,,
8693,1273,ATMP,26.7,,,,,25591,,4756,,,4/20/2009,,
8694,1273,HTMP,34,,1,,12,25592,,,4/20/2009,,4/20/2009,,
8695,1273,LTMP,22,,1,,12,25592,,,4/20/2009,,4/20/2009,,
8696,1273,ANNR,2950,,,,,25593,,4756,,,4/17/2009,,
8697,1273,ANNR,5000,,,,,25594,,4757,,,4/17/2009,,
8698,1273,ANNR,2669,,,,,25591,,4758,,,4/17/2009,,
8699,1273,WETR,,,7,,10,25595, [Hi Mo. Wet text was: October] [Lo Mo. Wet text was: July],4759,,,4/17/2009,,
8700,1273,ANNR,2500,2500,,3700,,25595, [Avg. Ann. Rain text was: 2500-3700],4759,,,4/17/2009,,
8701,1273,WETR,,,10,,1,25592,,,4/20/2009,,4/20/2009,,
8702,1273,DRYR,,,7,,9,25592,,,4/20/2009,,4/20/2009,,
8703,1273,DRYR,,,8,,9,25596,,,4/20/2009,,4/20/2009,,
8704,1273,ANNR,2177,,,,,25596,,,4/20/2009,,4/20/2009,,
8705,1273,ANNR,3738,,,,,25592,,,4/20/2009,,4/20/2009,,
8706,1272,ELEV,0.01,0.01,,1000,,25607,Lowest elevation based on data from the species in other parts of its range,,4/17/2009,,4/17/2009,,
8707,1272,WETR,,,10,,1,25613, [Hi Mo. Wet text was: January] [Lo Mo. Wet text was: October-],4149,,,4/17/2009,,
8708,1272,DRYR,,,6,,7,25613, [Hi Mo. Dry text was: July] [Lo Mo. Dry text was: June],4149,,,4/17/2009,,
8709,1272,ANNR,3500,,,,,25613,,4149,,,4/17/2009,,
8710,1272,WETR,,,3,,12,25614, [Hi Mo. Wet text was: December] [Lo Mo. Wet text was: March-April],4150,,,4/17/2009,,
8711,1272,DRYR,,,6,,8,25614, [Hi Mo. Dry text was: August] [Lo Mo. Dry text was: June],4150,,,4/17/2009,,
8712,1272,ANNR,3500,,,,,25614,,4150,,,4/17/2009,,
8713,1308,ELEV,,100,,1200,,25626,,4844,,7/7/2009,5/23/2009,,
8714,1225,ELEV,,450,,800,,25628,,382,,,,,
8715,1237,ELEV,,3000,,1500,,25644, [Hi Elev text was: 1500m] [Low Elev text was: 3000m],386,,,,,
8716,1237,ELEV,,,,1500,,25642, [Hi Elev text was: 1500m],387,,,,,
8717,1237,ELEV,,,,1500,,25644, [Hi Elev text was: 1500m],3689,,,,,
8718,1237,ELEV,,3000,,1500,,25642, [Hi Elev text was: 1500m] [Low Elev text was: 3000m],3690,,,,,
8719,1237,WETR,,,4,,10,25642, [Lo Mo. Wet text was: Apr - Oct],386,,,,,
8720,1237,DRYR,,,11,,3,25642, [Lo Mo. Dry text was: Nov-Mar],386,,,,,
8721,1237,ANNR,10000,,,,,25645,,387,,,,,
8722,1237,WETR,,,4,,10,25643, [Lo Mo. Wet text was: Apr - Oct],388,,,,,
8723,1237,DRYR,,,11,,3,25643, [Lo Mo. Dry text was: Nov-Mar],388,,,,,
8724,1237,WETR,,,4,,10,25642, [Lo Mo. Wet text was: Apr - Oct],3689,,,,,
8725,1237,DRYR,,,11,,3,25642, [Lo Mo. Dry text was: Nov-Mar],3689,,,,,
8726,1237,ANNR,10000,,,,,25645,,3690,,,,,
8727,1237,WETR,,,4,,10,25643, [Lo Mo. Wet text was: Apr - Oct],3691,,,,,
8728,1237,DRYR,,,11,,3,25643, [Lo Mo. Dry text was: Nov-Mar],3691,,,,,
8729,1237,GRND,40,,,,,25646, [Ground text was: 40%],386,,,,,
8730,1237,GRND,40,,,,,25646, [Ground text was: 40%],3689,,,,,
8731,1147,ELEV,,,,550,,25648, [Hi Elev text was: above 550m density decreases  dramatically],1143,,,,,
8732,1147,ELEV,,,,500,,25653,,1144,,,,,
8733,1147,WETR,,,10,,12,25654, [Lo Mo. Wet text was: Oct- Dec (major)],1143,,,,,
8734,1147,DRYR,,,1,,2,25654, [Lo Mo. Dry text was: Jan-Feb (minor)],1143,,,,,
8735,1147,WETR,,,3,,5,25654, [Lo Mo. Wet text was: Mar-May (minor)],1144,,,,,
8736,1147,DRYR,,,6,,9,25654, [Lo Mo. Dry text was: Jun-Sept (major)],1144,,,,,
8737,1147,ANNR,1753,,,,,25654,,1145,,,,,
8738,1147,GRND,85.5,,,,,25655,,1143,,,,,
8739,1147,AFH,,,,,,25655, [Avg. For. Height text was: these data are from semi?aptive situation],1143,,,,,
8740,1147,GRND,40,,,,,25656,,1144,,,,,
8741,1147,GRND,40,,,,,25653,,1145,,,,,
8742,1148,ELEV,,1800,,2800,,25679,,3485,,5/31/2009,5/30/2009,,
8743,1148,ELEV,,1200,,,,25680,,3486,,,5/30/2009,,
8744,1148,ELEV,,,,2500,,25659,,4447,,,5/30/2009,,
8745,1148,ATMP,13.4,13.4,,25.4,,25681, [Mean Ann. Temp text was: 13.4 - 25.4 ºC],4447,,,5/30/2009,,
8746,1148,ATMP,10.9,10.9,,19.6,,25682, [Mean Ann. Temp text was: 10.9 - 19.6 ºC],4448,,,5/30/2009,,
8747,1148,ANNR,111.6,,,,,25680,,3486,,,5/30/2009,,
8748,1148,ANNR,174,,,,,25682,,4447,,,5/30/2009,,
8749,1148,ANNR,127,,,,,25681,,4448,,,5/30/2009,,
8750,1148,GRND,38,,,,,25683,,3485,,,5/30/2009,,
8751,1148,G5,28,2,,12,,25683, [G - 5M text was: 28 (2-12m)],3485,,,5/30/2009,,
8752,1148,510,14,,,,,25683,,3485,,,5/30/2009,,
8753,1148,1020,20,20,,12,,25683, [10 - 20M text was: 20 >12m height in forest],3485,,,5/30/2009,,
8754,1149,ELEV,,3000,,1500,,25701, [Hi Elev text was: 1500m] [Low Elev text was: 3000m],390,,,,,
8755,1149,ELEV,,,,1500,,25699, [Hi Elev text was: 1500m],391,,,,,
8756,1149,ELEV,,400,,800,,25690, [Hi Elev text was: >800m] [Low Elev text was: 400m],3685,,,,,
8757,1149,ELEV,,,,1500,,25699, [Hi Elev text was: 1500m],3686,,,,,
8758,1149,ELEV,,3000,,1500,,25701, [Hi Elev text was: 1500m] [Low Elev text was: 3000m],3687,,,,,
8759,1149,WETR,,,4,,10,25699, [Lo Mo. Wet text was: Apr - Oct],390,,,,,
8760,1149,DRYR,,,11,,3,25699, [Lo Mo. Dry text was: Nov-Mar],390,,,,,
8761,1149,ANNR,10000,,,,,25702,,391,,,,,
8762,1149,WETR,,,4,,10,25700, [Lo Mo. Wet text was: Apr - Oct],392,,,,,
8763,1149,DRYR,,,11,,3,25700, [Lo Mo. Dry text was: Nov-Mar],392,,,,,
8764,1149,WETR,,,4,,10,25700, [Lo Mo. Wet text was: Apr - Oct],3685,,,,,
8765,1149,DRYR,,,11,,3,25700, [Lo Mo. Dry text was: Nov-Mar],3685,,,,,
8766,1149,ANNR,10000,,,,,25702,,3686,,,,,
8767,1149,WETR,,,4,,10,25699, [Lo Mo. Wet text was: Apr - Oct],3687,,,,,
8768,1149,DRYR,,,11,,3,25699, [Lo Mo. Dry text was: Nov-Mar],3687,,,,,
8769,1149,GRND,40,,,,,25703, [Ground text was: 40%],390,,,,,
8770,1149,GRND,40,,,,,25703, [Ground text was: 40%],3685,,,,,
8771,1268,ELEV,150,,,300,,25723,The majority of the Lowe's range is below 150m.,3134,,6/1/2009,5/31/2009,,
8772,1268,HTMP,33,,2,,3,25723,The author cites a range of 31-33 deg C.,3134,,6/1/2009,5/31/2009,,
8773,1268,LTMP,19,,8,,8,25723,The author cites a range of 19-21 deg C.,3134,,6/1/2009,5/31/2009,,
8774,1268,HTMP,27.5,,3,,3,25711,,3135,,6/1/2009,,,
8775,1268,LTMP,24.5,,8,,8,25711,,3135,,6/1/2009,5/31/2009,,
8776,1268,HTMP,41.1,,3,,4,25724, [Mo. Hi Temp text was: March-April] [Hi Temp text was: 41.1  C],4973,,,,,
8777,1268,LTMP,10,,1,,12,25724, [Mo. Lo Temp text was: January-December],4973,,,,,
8778,1268,ATMP,26.3,,,,,25724," [Mean Ann. Temp text was: 26.3  C, north of distribution, Cote d'Ivoire]",4973,,,,,
8779,1268,HTMP,35.5,,3,,3,25724, [Mo. Hi Temp text was: March],4974,,,,,
8780,1268,LTMP,15,,1,,1,25724, [Mo. Lo Temp text was: January],4974,,,,,
8781,1268,ATMP,26.7,,,,,25724," [Mean Ann. Temp text was: 26.7, south of distribution, Cote d'Ivoire]",4974,,,,,
8782,1268,WETR,,,9,,10,25723,A second wet season occurs from May - June.,3134,,6/1/2009,5/31/2009,,
8783,1268,ANNR,50,,,,,25723,Author cites a range from 75 cm. in the dry northern forests - >175cm. in the wet southern forests.,3134,,6/1/2009,5/31/2009,,
8784,1268,WETR,,,10,,10,25711,A second wet season occurs from May - July.,3135,,6/1/2009,5/31/2009,,
8785,1268,DRYR,,,8,,4,25711,,3135,,6/1/2009,5/31/2009,,
8786,1268,WETR,,,5,,10,25724,,4973,,5/31/2009,6/1/2009,,
8787,1268,DRYR,,,11,,3,25724,,4973,,6/1/2009,6/1/2009,,
8788,1268,ANNR,135,,,,,25724,"North of distribution, Cote d'Ivoire",4973,,6/1/2009,6/1/2009,,
8789,1268,WETR,,,12,,7,25724,,4974,,6/1/2009,6/1/2009,,
8790,1268,DRYR,,,1,,8,25724,,4974,,6/1/2009,6/1/2009,,
8791,1268,ANNR,200,,,,,25724,"South of distribution, Cote d'Ivoire.",4974,,6/1/2009,6/1/2009,,
8792,1268,WETR,,,10,,12,25724,,,6/1/2009,,6/1/2009,,
8793,1268,DRYR,,,1,,6,25724,,,6/1/2009,,6/1/2009,,
8794,1268,GRND,4,,,,,25721,,3134,,6/1/2009,6/1/2009,,
8795,1268,G5,44,,,,,25721,,3134,,6/1/2009,6/1/2009,,
8796,1268,510,27,,,,,25721, ,3134,,6/1/2009,6/1/2009,,
8797,1268,1020,23,,,,,25721,,3134,,6/1/2009,6/1/2009,,
8798,1268,2030,2,,,,,25721,,3134,,6/1/2009,6/1/2009,,
8799,1268,3040,0,,,,,25721, [30 - 40M text was: 0%],3134,,,6/1/2009,,
8800,1268,40+,0,,,,,25721, [40M+ text was: 0%],3134,,,6/1/2009,,
8801,1268,AFH,7,,,,,25721,,3134,,6/1/2009,6/1/2009,,
8802,1268,GRND,4,,,,,25725,,3135,,6/1/2009,6/1/2009,,
8803,1268,G5,23,,,,,25725,,3135,,6/1/2009,6/1/2009,,
8804,1268,510,46,,,,,25725,Category: 3-10m,3135,,6/1/2009,6/1/2009,,
8805,1268,1020,27,,,,,25725,Category: >10m,3135,,6/1/2009,6/1/2009,,
8806,1268,GRND,2,,,,,25718,,4973,,,6/1/2009,,
8807,1269,ELEV,150,,,300,,25757,,3138,,6/5/2009,6/1/2009,,
8808,1269,HTMP,33,,2,,3,25757,Temperature ranges from 31-33 deg C.,3138,,6/5/2009,6/1/2009,,
8809,1269,LTMP,19,,8,,8,25757,Temperature ranges from 19-21 deg C.,3138,,6/5/2009,6/1/2009,,
8810,1269,WETR,,,9,,10,25757, A second wet season occurs from May - June.,2789,,6/1/2009,6/1/2009,,
8811,1269,ANNR,112.5,,,,,25757,Rainfall ranges from : 50 cm in the dry northern forests to over 175 cm in the wet southern forests.,2789,,6/1/2009,6/1/2009,,
8812,1269,WETR,,,9,,10,25739, A second wet season occurs from May - June.,3138,,6/1/2009,6/1/2009,,
8813,1269,ANNR,112.5,,,,,25739,Rainfall ranges from : 50 cm in the dry northern forests to over 175 cm in the wet southern forests.,3138,,6/1/2009,6/1/2009,,
8814,1269,G5,2,,,,,25758,,2789,,,6/1/2009,,
8815,1269,1020,1,,,,,25758,,2789,,,6/1/2009,,
8816,1269,1020,22,,,,,25758,<15m,3138,,6/1/2009,6/1/2009,,
8817,1269,2030,54,,,,,25758, 15 - 30m.,3138,,6/1/2009,6/1/2009,,
8818,1269,3040,24,,,,,25758, >30m.,3138,,6/1/2009,6/1/2009,,
8819,1271,ELEV,,350,,500,,25780,,238,,,,,
8820,1271,WETR,,,1,,5,25766,Salonga NP,238,,7/4/2009,7/4/2009,,
8821,1271,DRYR,,,6,,7,25766,Salonga NP,238,,7/4/2009,7/4/2009,,
8822,1271,ANNR,1865,,,,,25766,Salonga NP,238,,7/4/2009,7/4/2009,,
8823,1271,WETR,,,3,,5,25778,Lomako,239,,7/4/2009,7/4/2009,,
8824,1271,DRYR,,,6,,7,25778,Lomako,239,,7/4/2009,7/4/2009,,
8825,1271,ANNR,1829,,,,,25778,Lomako,239,,7/4/2009,7/4/2009,,
8826,1271,WETR,,,1,,12,25781,Kisangani,240,,7/4/2009,7/4/2009,,
8827,1271,ANNR,1800,,,,,25781,"1800-2000 mm, Kisangani",240,,7/4/2009,7/4/2009,,
8828,1271,WETR,,,3,,11,25781,Bondo,241,,7/4/2009,7/4/2009,,
8829,1271,DRYR,,,12,,2,25781,Bondo,241,,7/4/2009,7/4/2009,,
8830,1271,ANNR,1400,,,,,25781,"1400-1800 mm, Bondo",241,,7/4/2009,7/4/2009,,
8831,1271,WETR,,,8,,12,25766,Salonga NP,,7/4/2009,7/4/2009,7/4/2009,,
8832,1271,WETR,,,8,,12,25778,Lomako,,7/4/2009,7/4/2009,7/4/2009,,
8833,1271,DRYR,,,1,,2,25778,Lomako,,7/4/2009,,7/4/2009,,
8834,1271,510,25,,,,,25778,0-10 M (not 5 - 10M),238,,7/4/2009,7/4/2009,,
8835,1271,1020,40,,,,,25778,,238,,7/4/2009,7/4/2009,,
8836,1271,2030,25,,,,,25778,,238,,7/4/2009,7/4/2009,,
8837,1271,3040,10,,,,,25778,,238,,7/4/2009,7/4/2009,,
8838,1271,40+,0,,,,,25778,,238,,,7/4/2009,,
8839,1271,AFH,17.12,,,,,25778,,238,,7/4/2009,7/4/2009,,
8840,1271,AFH,10,,,,,25766,"10-30 m, not 10 m",239,,7/4/2009,7/4/2009,,
8841,1270,WETR,,,9,,5,25796,,217,,8/27/2009,8/27/2009,,
8842,1270,DRYR,,,6,,8,25796,,217,,8/27/2009,8/27/2009,,
8843,1270,ANNR,160,,,,,25796,"Avg. Ann. Rainfall: 140-180 cm (Kindu, DRC)",217,,8/27/2009,8/27/2009,,
8844,1271,WETR,,,9,,5,25807,,217,,8/27/2009,8/27/2009,,
8845,1271,DRYR,,,6,,8,25807,,217,,8/27/2009,8/27/2009,,
8846,1271,ANNR,160,,,,,25807,"Avg. Ann. Rainfall: 140-180 cm (Kindu, DRC)",217,,8/27/2009,8/27/2009,,
8847,1242,ELEV,,,,370,,25824,,,8/19/2013,,,,
8848,446,ELEV,,0,,600,,25827,"0–600m (01969ft)on the coast north of the Sanaga River Elsewhere, it is found higher than 600 m.4",,8/25/2013,8/25/2013,,,
8849,1177,ELEV,,0,,2900,,25065,"(Mount Kilimanjaro, Tanzania)",,10/12/2012,10/25/2013,10/12/2012,,
8850,1177,ELEV,60,,,,,25063,"(Arabuko-Sokoke Forest, Kenya)",,10/19/2012,10/25/2013,10/19/2012,,
8851,1177,ELEV,,93.6,,178.8,,25066,In Taita Hills,,10/28/2012,10/25/2013,10/28/2012,,
8852,1177,ATMP,26.5,,,,,25063,,,10/19/2012,10/25/2013,10/28/2012,,
8855,1177,ELEV,,25,,400,,25048,,1482,,10/18/2013,10/9/2012,,
8873,1177,ELEV,60,,,,,25066,"(Arabuko-Sokoke Forest, Kenya)",,10/28/2012,10/25/2013,10/28/2012,,
8876,1177,ELEV,,1676,,2320,,25083,,,10/17/2012,10/25/2013,10/17/2012,,
8878,1177,ELEV,,300,,500,,24829,Ngoye Forest (altitude not given in paper cited),,12/7/2012,10/25/2013,12/7/2012,,
8879,1177,ELEV,,1000,,1767,,24849,Karkloof nature reserve,,12/7/2012,10/25/2013,12/7/2012,,
8880,1177,ELEV,1270,,,,,24853,Hogsback,,12/7/2012,10/25/2013,12/7/2012,,
8881,1177,ATMP,21.5,,,,,24829,,1534,,10/25/2013,12/7/2012,,
8885,1177,WETR,,,12,,1,24853,Hogsback,,12/7/2012,10/25/2013,12/7/2012,,
8886,1322,ELEV,,,,1650,,25991,Kakamega,1566,,4/30/2010,5/30/2009,,
8887,1322,HTMP,25.5,,,,,25993,,1021,,4/30/2010,5/30/2009,,
8888,1322,LTMP,12.7,,,,,25993,,1021,,4/30/2010,5/30/2009,,
8889,1322,WETR,,,3,,4,25994,,1021,,4/30/2010,5/30/2009,,
8890,1322,DRYR,,,5,,8,25994,,1021,,4/30/2010,5/30/2009,,
8891,1322,ANNR,147.5,,,,,25994,,1021,,4/30/2010,5/30/2009,,
8892,1322,ANNR,200,,,,,25991,Kakamega,1566,,4/30/2010,5/30/2009,,
8893,1322,GRND,1,,,,,25995,,1566,,,5/30/2009,,
8894,1322,510,48,,,,,25995,1-10 M,1566,,7/2/2009,5/30/2009,,
8895,1322,1020,51,,,,,25995,10 M,1566,,7/2/2009,5/30/2009,,
8896,1322,ELEV,,2275,,2780,,26049, [Hi Elev text was: 2780 n=2] [Low Elev text was: 2275 n=1],1486,,,5/18/2009,,
8897,1322,ELEV,1932.8,1039,,2780,,26044, A total of 32 Boutourlini's blue monkey localities were recorded with altitude ranging from 1039 at Bebeka Cultivated Coffee Forest to 2780 m asl at Jibat tropical montane rainforest in the western Rift Valley of Ethiopia. ,,8/2/2011,12/27/2012,8/2/2011,,
8898,1322,ELEV,,400,,2000,,26047,,,12/30/2012,,,,
8899,1322,HTMP,26.4,,2,,2,26050,"
Average mean monthly maximum Temperature",,11/20/2010,,11/20/2010,,
8900,1322,LTMP,5.3,,12,,12,26050,Average mean monthly minimum temperature ,,11/20/2010,,11/20/2010,,
8901,1322,ATMP,16.5,,,,,26046,The average of mean annual high and low temperatures.,,2/5/2012,,2/5/2012,,
8902,1322,WETR,,,3,,10,26050,Jibat Forest,,11/20/2010,12/27/2012,11/20/2010,,
8903,1322,DRYR,,,11,,2,26050,Jibat Forest,,11/20/2010,12/27/2012,11/20/2010,,
8904,1322,ANNR,147.4,,,,,26050,This value represents the average annual Rainfall from 1997 to 2006 at the Jibat Forest.,,11/20/2010,12/27/2012,11/20/2010,,
8905,1322,DRYR,1.8,,12,,12,26050,This value represents the lowest mean monthly Rainfall at the Jibat Forest.,,11/20/2010,12/27/2012,11/20/2010,,
8906,1322,WETR,34.4,,8,,8,26050,This value represents the maximum mean monthly Rainfall at the Jibat Forest. ,,11/20/2010,12/27/2012,11/20/2010,,
8907,1322,ANNR,168.79,,,,,26044,"This value is the average annual rainfall in the range of the recently identified localities of Boutourlini’s blue monkeys (n=32) based on the data extracted from the Worldclim data base at each locality(range 131.1-194.2, n=32) ",,12/27/2012,12/27/2012,12/27/2012,,
8908,1218,ATMP,24,,,,,26068," [Mean Ann. Temp text was: 24 C (Tai National Park, Ivory Coast)]",3177,,,5/19/2009,,
8909,1218,ANNR,1830,,,,,26068," [Avg. Ann. Rain text was: 1830mm (Tai National Prk, Ivory Coast)]",2278,,,5/19/2009,,
8910,1218,WETR,,,5,,10,26069, [Hi Mo. Wet text was: October] [Lo Mo. Wet text was: May-],2279,,,5/19/2009,,
8911,1218,DRYR,,,12,,3,26069, [Hi Mo. Dry text was: March] [Lo Mo. Dry text was: December-],2279,,,5/19/2009,,
8912,1218,ANNR,3046,1983,,2417,,26069," [Avg. Ann. Rain text was: 3046 (1983), 2417 (1984), 3108 (1985) Tiwai Island, Sierra Leone]",2279,,,5/19/2009,,
8913,1218,DRYR,,,7,,8,26068," [Lo Mo. Dry text was: July - August (Tai National Park, Ivory Coast)]",3177,,,5/19/2009,,
8914,1218,DRYR,,,11,,2,26068," [Lo Mo. Dry text was: Nov - February (Tai National Park, Ivory Coast)]",3178,,,5/19/2009,,
8915,1218,AFH,26.05,,,,,26070, [Avg. For. Height text was: 26.05 meters],3177,,,5/19/2009,,
8916,1218,AFH,26.05,,,,,26064, [Avg. For. Height text was: 26.05 meters],3178,,,5/19/2009,,
8917,1227,WETR,,,10,,5,26087, [Hi Mo. Wet text was: to May] [Lo Mo. Wet text was: October],3702,,,,,
8918,1227,DRYR,,,6,,9,26087, [Hi Mo. Dry text was: to September] [Lo Mo. Dry text was: June],3702,,,,,
8919,1227,ANNR,1400,1400,,1600,,26087," [Avg. Ann. Rain text was: 1,400 - 1,600 mm]",3702,,,,,
8920,1228,ELEV,,10,,,,26095, [Low Elev text was: 10m],3793,,,6/10/2009,,
8921,1228,ATMP,28,,,,,26096,,3793,,6/10/2009,6/10/2009,,
8922,1228,WETR,,,4,,10,26096,Werre (2000) talks about a wet season from March/April to October which peaks in July with a monthly mean of about 70 cm,3793,,6/12/2009,6/10/2009,,
8923,1228,DRYR,25,,11,,2,26096,The only real dry months are January and February but even during this perid an average monthly mean of 15 cm/mo is recorded in the delta's wettest parts,3793,,6/12/2009,6/12/2009,,
8924,1228,ANNR,,,,,,26096,"the costal area, where the study area is located, has a mean annual percipitation fluctuating between 160 and 400 cm ",3793,,6/12/2009,6/12/2009,,
8925,1228,AFH,21.6,,,,,26096,"The average forest height was determined using trees with a DBH > 30 cm.
Werre (2000) mentions that the average height of animals resting was 20 m. Most traveling and feeding took place at an average height of 15 m.",3793,,6/12/2009,6/12/2009,,
8926,1222,ELEV,,250,,2200,,26118,,2558,,,5/27/2009,,
8927,1222,HTMP,32.54,,,,,26148,"Estimate. Based on maximum predicted temperature for the Udzungwa mountains between 1920 and 1980 (Centre for Resource and Environmental Studies (CRES), Australian National University, downscaled to 1 km resolution)
",2558,,5/27/2009,5/27/2009,,
8928,1222,LTMP,7.46,,,,,26148,Estimate. Based on minimum predicted temperature from same dataset as maximum.,2558,,5/27/2009,5/27/2009,,
8929,1222,WETR,,,11,,5,26149,,2558,,5/27/2009,6/1/2009,,
8930,1222,DRYR,,,6,,10,26149,,2558,,5/27/2009,6/1/2009,,
8931,1222,ANNR,200,,,,,26149,1747mm east lowland; 2000-2500mm east escarpment,2558,,6/1/2009,6/1/2009,,
8932,1222,WETR,,,12,,5,26137,,2559,,5/27/2009,6/1/2009,,
8933,1222,DRYR,,,6,,11,26137,,2559,,5/27/2009,6/1/2009,,
8934,1222,DRYR,,,5,,1,26150,,2560,,5/27/2009,6/1/2009,,
8935,1222,ANNR,135,,,,,26150,383-1035mm northwest; 2000mm southeast; excludes moisture from constant cloud,2560,,6/1/2009,6/1/2009,,
8936,1222,ANNR,123.7,,,,,26148,"Based on predicted rainfall for forested areas of the Udzungwa mountains between 1920 and 1980 (Centre for Resource and Environmental Studies (CRES), Australian National University, downscaled to 1 km resolution)",,6/1/2009,6/1/2009,6/1/2009,,
8937,1222,WETR,20.8,,12,,4,26148,"Based on predicted rainfall for forested areas of the Udzungwa mountains between 1920 and 1980 (Centre for Resource and Environmental Studies (CRES), Australian National University, downscaled to 1 km resolution) ",,6/1/2009,6/1/2009,6/1/2009,,
8938,1222,DRYR,2.82,,5,,11,26148,"Based on predicted rainfall for forested areas of the Udzungwa mountains between 1920 and 1980 (Centre for Resource and Environmental Studies (CRES), Australian National University, downscaled to 1 km resolution)",,6/1/2009,,6/1/2009,,
8939,1222,GRND,1,,,,,26125,"Estimate. Rare, except where habituated and few tall trees.",2558,,5/27/2009,5/27/2009,,
8940,1222,G5,2,,,,,26125,Estimate. Rare unless habitat disturbed.,2558,,5/27/2009,5/27/2009,,
